
time,ax,ay,az,wx,wy,wz,
21:23:05:079,0.06,-0.33,0.05,0.28,-0.12,-0.26,
21:23:05:079,0.06,-0.33,0.05,0.28,-0.12,-0.23,
21:23:05:088,0.06,-0.33,0.05,0.30,-0.10,-0.09,
21:23:05:088,0.06,-0.33,0.05,0.30,-0.09,-0.06,
21:23:05:089,0.06,-0.33,0.05,0.30,-0.07,-0.03,
21:23:05:089,0.24,-0.16,0.03,0.30,-0.07,-0.03,
21:23:05:089,0.24,-0.16,0.03,0.29,-0.06,-0.00,
21:23:05:089,0.24,-0.16,0.03,0.27,-0.01,0.05,
21:23:05:091,0.24,-0.16,0.03,0.25,0.02,0.07,
21:23:05:092,0.47,0.13,-0.16,0.25,0.02,0.07,
21:23:05:092,0.47,0.13,-0.16,0.24,0.08,0.10,
21:23:05:095,0.47,0.13,-0.16,0.23,0.15,0.11,
21:23:05:096,0.47,0.13,-0.16,0.22,0.18,0.12,
21:23:05:099,0.47,0.13,-0.16,0.19,0.24,0.14,
21:23:05:102,0.47,0.13,-0.16,0.14,0.30,0.16,
21:23:05:103,0.60,0.32,-0.33,0.14,0.30,0.16,
21:23:05:104,0.60,0.32,-0.33,0.12,0.32,0.17,
21:23:05:105,0.60,0.32,-0.33,0.09,0.35,0.19,
21:23:05:108,0.60,0.32,-0.33,0.06,0.37,0.21,
21:23:05:109,0.60,0.32,-0.33,0.05,0.37,0.22,
21:23:05:112,0.60,0.32,-0.33,0.01,0.35,0.25,
21:23:05:113,0.36,0.34,-0.26,0.01,0.35,0.25,
21:23:05:113,0.36,0.34,-0.26,-0.03,0.33,0.28,
21:23:05:116,0.36,0.34,-0.26,-0.06,0.29,0.30,
21:23:05:117,0.36,0.34,-0.26,-0.06,0.26,0.30,
21:23:05:119,0.36,0.34,-0.26,-0.08,0.22,0.31,
21:23:05:126,0.36,0.34,-0.26,-0.13,0.11,0.29,
21:23:05:127,0.36,0.34,-0.26,-0.14,0.09,0.28,
21:23:05:128,0.36,0.34,-0.26,-0.14,0.09,0.28,
21:23:05:129,0.04,0.30,-0.12,-0.14,0.09,0.28,
21:23:05:129,0.04,0.30,-0.12,-0.17,0.05,0.25,
21:23:05:130,0.04,0.30,-0.12,-0.18,0.02,0.22,
21:23:05:133,0.04,0.30,-0.12,-0.19,-0.01,0.17,
21:23:05:133,-0.10,0.19,0.01,-0.19,-0.01,0.17,
21:23:05:134,-0.10,0.19,0.01,-0.22,-0.04,0.12,
21:23:05:135,-0.10,0.19,0.01,-0.23,-0.05,0.09,
21:23:05:137,-0.10,0.19,0.01,-0.26,-0.07,0.03,
21:23:05:139,-0.10,0.19,0.01,-0.28,-0.09,-0.03,
21:23:05:142,-0.10,0.19,0.01,-0.28,-0.10,-0.06,
21:23:05:143,-0.18,0.00,0.06,-0.28,-0.10,-0.06,
21:23:05:144,-0.18,0.00,0.06,-0.29,-0.13,-0.11,
21:23:05:145,-0.18,0.00,0.06,-0.30,-0.15,-0.15,
21:23:05:147,-0.18,0.00,0.06,-0.30,-0.17,-0.17,
21:23:05:150,-0.18,0.00,0.06,-0.29,-0.20,-0.19,
21:23:05:152,-0.18,0.00,0.06,-0.28,-0.23,-0.21,
21:23:05:153,-0.29,-0.13,0.12,-0.28,-0.23,-0.21,
21:23:05:153,-0.29,-0.13,0.12,-0.27,-0.24,-0.21,
