
time,ax,ay,az,wx,wy,wz,
21:20:00:443,-0.46,-1.78,0.21,0.29,-0.04,-0.54,
21:20:00:444,-0.46,-1.78,0.21,0.33,-0.04,-0.54,
21:20:00:445,-0.46,-1.78,0.21,0.48,-0.07,-0.52,
21:20:00:445,-0.46,-1.78,0.21,0.52,-0.08,-0.51,
21:20:00:446,-0.46,-1.78,0.21,0.52,-0.08,-0.51,
21:20:00:446,-0.37,-1.78,0.29,0.52,-0.08,-0.51,
21:20:00:446,-0.37,-1.78,0.29,0.57,-0.08,-0.46,
21:20:00:449,-0.37,-1.78,0.29,0.61,-0.07,-0.40,
21:20:00:454,-0.37,-1.78,0.29,0.63,-0.06,-0.37,
21:20:00:455,-0.22,-1.58,0.26,0.63,-0.06,-0.37,
21:20:00:455,-0.22,-1.58,0.26,0.68,-0.05,-0.31,
21:20:00:455,-0.22,-1.58,0.26,0.73,-0.03,-0.26,
21:20:00:456,-0.22,-1.58,0.26,0.75,-0.01,-0.24,
21:20:00:458,-0.22,-1.58,0.26,0.76,0.04,-0.18,
21:20:00:473,-0.22,-1.58,0.26,0.74,0.08,-0.12,
21:20:00:474,-0.01,-1.09,-0.01,0.74,0.08,-0.12,
21:20:00:474,-0.01,-1.09,-0.01,0.73,0.11,-0.09,
21:20:00:474,-0.01,-1.09,-0.01,0.74,0.16,-0.05,
21:20:00:475,-0.01,-1.09,-0.01,0.77,0.17,-0.03,
21:20:00:475,-0.01,-1.09,-0.01,0.78,0.18,-0.01,
21:20:00:475,-0.01,-1.09,-0.01,0.72,0.20,0.06,
21:20:00:476,-0.01,-1.09,-0.01,0.62,0.21,0.13,
21:20:00:476,-0.04,-0.62,-0.36,0.62,0.21,0.13,
21:20:00:476,-0.04,-0.62,-0.36,0.58,0.23,0.16,
21:20:00:476,-0.04,-0.62,-0.36,0.56,0.25,0.18,
21:20:00:478,-0.04,-0.62,-0.36,0.56,0.25,0.17,
21:20:00:490,-0.04,-0.62,-0.36,0.36,0.30,0.22,
21:20:00:491,-0.04,-0.62,-0.36,0.29,0.31,0.24,
21:20:00:492,-0.04,-0.62,-0.36,0.29,0.31,0.24,
21:20:00:493,-0.17,-0.27,-0.74,0.29,0.31,0.24,
