
time,ax,ay,az,wx,wy,wz,
21:17:18:127,0.01,0.11,-0.02,-0.26,0.05,0.08,
21:17:18:127,0.01,0.11,-0.02,-0.27,0.04,0.08,
21:17:18:128,0.01,0.11,-0.02,-0.29,0.03,0.09,
21:17:18:128,0.01,0.11,-0.02,-0.32,0.03,0.10,
21:17:18:128,0.01,0.11,-0.02,-0.34,0.04,0.10,
21:17:18:129,0.01,0.11,-0.02,-0.35,0.03,0.10,
21:17:18:136,0.00,0.11,-0.05,-0.35,0.03,0.10,
21:17:18:137,0.00,0.11,-0.05,-0.33,0.03,0.09,
21:17:18:137,0.00,0.11,-0.05,-0.30,-0.00,0.10,
21:17:18:138,0.00,0.11,-0.05,-0.27,-0.03,0.11,
21:17:18:138,0.00,0.11,-0.05,-0.24,-0.10,0.14,
21:17:18:138,0.00,0.11,-0.05,-0.19,-0.14,0.17,
21:17:18:144,0.00,0.11,-0.05,-0.12,-0.19,0.18,
21:17:18:145,0.00,0.11,-0.05,-0.10,-0.19,0.17,
21:17:18:145,-0.10,0.05,0.19,-0.10,-0.19,0.17,
21:17:18:146,-0.10,0.05,0.19,-0.09,-0.19,0.16,
21:17:18:146,-0.10,0.05,0.19,-0.08,-0.18,0.15,
21:17:18:160,-0.10,0.05,0.19,-0.07,-0.14,0.12,
21:17:18:161,-0.10,0.05,0.19,-0.08,-0.09,0.08,
21:17:18:161,0.07,-0.20,-0.02,-0.08,-0.09,0.08,
21:17:18:162,0.07,-0.20,-0.02,-0.08,-0.07,0.06,
21:17:18:163,0.07,-0.20,-0.02,-0.09,-0.01,0.01,
21:17:18:163,0.07,-0.20,-0.02,-0.10,0.05,-0.05,
21:17:18:164,0.07,-0.20,-0.02,-0.10,0.07,-0.07,
21:17:18:164,0.07,-0.20,-0.02,-0.10,0.12,-0.11,
21:17:18:165,0.07,-0.20,-0.02,-0.08,0.15,-0.14,
21:17:18:165,0.17,-0.34,-0.19,-0.08,0.15,-0.14,
21:17:18:166,0.17,-0.34,-0.19,-0.07,0.15,-0.16,
21:17:18:166,0.17,-0.34,-0.19,-0.03,0.14,-0.16,
21:17:18:167,0.17,-0.34,-0.19,0.01,0.12,-0.16,
21:17:18:170,0.17,-0.34,-0.19,0.06,0.08,-0.14,
21:17:18:171,-0.08,-0.31,-0.06,0.06,0.08,-0.14,
21:17:18:171,-0.08,-0.31,-0.06,0.09,0.05,-0.12,
