
time,ax,ay,az,wx,wy,wz,
21:19:02:596,0.35,0.78,-1.64,-0.02,0.09,-0.14,
21:19:02:596,0.35,0.78,-1.64,-0.22,0.16,-0.05,
21:19:02:597,0.35,0.78,-1.64,-0.25,0.18,-0.02,
21:19:02:597,0.35,0.78,-1.64,-0.25,0.18,-0.02,
21:19:02:597,0.35,0.78,-1.64,-0.28,0.18,0.00,
21:19:02:598,0.35,0.78,-1.64,-0.28,0.18,0.01,
21:19:02:606,0.62,1.63,-0.01,-0.28,0.18,0.01,
21:19:02:606,0.62,1.63,-0.01,-0.28,0.25,0.03,
21:19:02:607,0.62,1.63,-0.01,-0.32,0.28,0.07,
21:19:02:607,0.62,1.63,-0.01,-0.34,0.28,0.10,
21:19:02:608,0.62,1.63,-0.01,-0.35,0.30,0.14,
21:19:02:616,0.62,1.63,-0.01,-0.29,0.31,0.17,
21:19:02:616,0.62,1.63,-0.01,-0.22,0.27,0.19,
21:19:02:617,0.21,0.70,3.29,-0.22,0.27,0.19,
21:19:02:617,0.21,0.70,3.29,-0.20,0.25,0.22,
21:19:02:618,0.21,0.70,3.29,-0.21,0.20,0.31,
21:19:02:618,0.21,0.70,3.29,-0.24,0.11,0.40,
21:19:02:624,0.21,0.70,3.29,-0.24,0.06,0.43,
21:19:02:625,-0.73,-1.39,2.73,-0.24,0.06,0.43,
21:19:02:625,-0.73,-1.39,2.73,-0.20,-0.03,0.46,
21:19:02:625,-0.73,-1.39,2.73,-0.17,-0.09,0.45,
21:19:02:626,-0.73,-1.39,2.73,-0.17,-0.11,0.45,
21:19:02:632,-0.73,-1.39,2.73,-0.21,-0.11,0.42,
21:19:02:633,-0.73,-1.39,2.73,-0.24,-0.05,0.36,
21:19:02:635,1.99,-1.09,0.87,-0.24,-0.05,0.36,
21:19:02:636,1.99,-1.09,0.87,-0.20,0.07,0.12,
21:19:02:636,1.99,-1.09,0.87,-0.20,0.12,0.07,
21:19:02:636,1.99,-1.09,0.87,-0.20,0.12,0.07,
21:19:02:637,1.99,-1.09,0.87,-0.20,0.15,0.01,
21:19:02:639,1.99,-1.09,0.87,-0.22,0.20,-0.08,
21:19:02:642,1.98,-1.09,0.85,-0.22,0.20,-0.08,
21:19:02:643,1.98,-1.09,0.85,-0.21,0.21,-0.17,
21:19:02:643,1.98,-1.09,0.85,-0.19,0.20,-0.21,
21:19:02:645,1.98,-1.09,0.85,-0.15,0.15,-0.26,
21:19:02:647,1.98,-1.09,0.85,-0.13,0.05,-0.26,
21:19:02:649,1.98,-1.09,0.85,-0.13,-0.02,-0.26,
21:19:02:655,0.40,-1.31,1.07,-0.13,-0.02,-0.26,
21:19:02:656,0.40,-1.31,1.07,-0.12,-0.14,-0.23,
21:19:02:657,0.40,-1.31,1.07,-0.06,-0.23,-0.20,
21:19:02:658,0.40,-1.31,1.07,-0.01,-0.26,-0.20,
21:19:02:658,0.40,-1.31,1.07,0.11,-0.33,-0.20,
21:19:02:669,0.40,-1.31,1.07,0.18,-0.40,-0.20,
21:19:02:670,-1.14,0.02,0.20,0.18,-0.40,-0.20,
21:19:02:670,-1.14,0.02,0.20,0.21,-0.43,-0.19,
21:19:02:670,-1.14,0.02,0.20,0.21,-0.43,-0.19,
21:19:02:671,-1.14,0.02,0.20,0.25,-0.38,-0.21,
21:19:02:671,-1.14,0.02,0.20,0.32,-0.32,-0.25,
21:19:02:671,-1.14,0.02,0.20,0.35,-0.29,-0.28,
21:19:02:675,-1.14,0.02,0.20,0.26,-0.08,-0.30,
21:19:02:676,-1.14,0.02,0.20,0.26,-0.08,-0.30,
21:19:02:676,-1.14,0.02,0.20,0.24,-0.04,-0.29,
21:19:02:676,0.89,-0.03,-2.69,0.24,-0.04,-0.29,
21:19:02:677,0.89,-0.03,-2.69,0.23,-0.00,-0.29,
21:19:02:678,0.89,-0.03,-2.69,0.23,0.06,-0.28,
21:19:02:683,0.89,-0.03,-2.69,0.23,0.07,-0.28,
21:19:02:683,0.89,-0.03,-2.69,0.20,0.09,-0.23,
21:19:02:683,1.30,-0.18,-0.37,0.20,0.09,-0.23,
21:19:02:689,1.30,-0.18,-0.37,0.15,0.10,-0.17,
21:19:02:689,1.30,-0.18,-0.37,0.13,0.10,-0.13,
21:19:02:690,1.30,-0.18,-0.37,0.13,0.10,-0.07,
21:19:02:693,1.30,-0.18,-0.37,0.16,0.10,-0.02,
21:19:02:693,1.30,-0.18,-0.37,0.17,0.10,0.01,
21:19:02:694,0.20,1.60,1.03,0.17,0.10,0.01,
21:19:02:695,0.20,1.60,1.03,0.19,0.12,0.07,
21:19:02:697,0.20,1.60,1.03,0.19,0.13,0.13,
21:19:02:699,0.20,1.60,1.03,0.20,0.14,0.15,
21:19:02:702,0.20,1.60,1.03,0.21,0.15,0.19,
21:19:02:703,0.47,0.85,1.62,0.21,0.15,0.19,
21:19:02:703,0.47,0.85,1.62,0.23,0.16,0.22,
21:19:02:704,0.47,0.85,1.62,0.22,0.16,0.23,
21:19:02:707,0.47,0.85,1.62,0.19,0.17,0.26,
21:19:02:709,0.47,0.85,1.62,0.13,0.19,0.29,
21:19:02:713,0.47,0.85,1.62,0.07,0.19,0.29,
21:19:02:714,0.47,0.85,1.62,0.05,0.18,0.28,
21:19:02:714,0.74,-0.73,0.36,0.05,0.18,0.28,
21:19:02:715,0.74,-0.73,0.36,-0.00,0.16,0.25,
21:19:02:717,0.74,-0.73,0.36,-0.07,0.18,0.23,
21:19:02:719,0.74,-0.73,0.36,-0.10,0.19,0.21,
21:19:02:722,0.74,-0.73,0.36,-0.14,0.22,0.16,
21:19:02:722,0.42,0.50,0.04,-0.14,0.22,0.16,
21:19:02:722,0.42,0.50,0.04,-0.14,0.23,0.10,
21:19:02:725,0.42,0.50,0.04,-0.12,0.23,0.06,
21:19:02:728,0.42,0.50,0.04,-0.11,0.21,0.00,
21:19:02:728,0.42,0.50,0.04,-0.13,0.17,-0.03,
21:19:02:732,0.42,0.50,0.04,-0.15,0.16,-0.03,
21:19:02:732,-1.90,0.45,-0.04,-0.15,0.16,-0.03,
21:19:02:734,-1.90,0.45,-0.04,-0.20,0.09,-0.02,
21:19:02:735,-1.90,0.45,-0.04,-0.21,-0.00,-0.02,
21:19:02:736,-1.90,0.45,-0.04,-0.20,-0.05,-0.02,
21:19:02:739,-1.90,0.45,-0.04,-0.16,-0.15,-0.03,
21:19:02:742,-1.98,-0.53,1.11,-0.16,-0.15,-0.03,
21:19:02:743,-1.98,-0.53,1.11,-0.18,-0.24,-0.02,
21:19:02:743,-1.98,-0.53,1.11,-0.21,-0.27,-0.00,
21:19:02:745,-1.98,-0.53,1.11,-0.26,-0.32,0.02,
21:19:02:747,-1.98,-0.53,1.11,-0.25,-0.37,-0.01,
21:19:02:750,-1.98,-0.53,1.11,-0.22,-0.37,-0.04,
21:19:02:757,-1.98,-0.53,1.11,-0.17,-0.33,-0.15,
21:19:02:758,-1.98,-0.53,1.11,-0.21,-0.31,-0.15,
21:19:02:758,-0.08,0.34,-0.44,-0.21,-0.31,-0.15,
21:19:02:758,-0.08,0.34,-0.44,-0.21,-0.31,-0.15,
21:19:02:759,-0.08,0.34,-0.44,-0.27,-0.23,-0.17,
21:19:02:759,-0.08,0.34,-0.44,-0.26,-0.17,-0.20,
21:19:02:762,2.04,-0.63,0.96,-0.26,-0.17,-0.20,
21:19:02:763,2.04,-0.63,0.96,-0.24,-0.17,-0.23,
21:19:02:763,2.04,-0.63,0.96,-0.21,-0.17,-0.27,
21:19:02:765,2.04,-0.63,0.96,-0.23,-0.14,-0.25,
21:19:02:769,2.04,-0.63,0.96,-0.25,-0.12,-0.23,
21:19:02:770,2.04,-0.63,0.96,-0.25,-0.11,-0.20,
21:19:02:772,2.04,-0.63,0.96,-0.19,-0.10,-0.18,
21:19:02:772,1.01,-0.86,1.15,-0.19,-0.10,-0.18,
21:19:02:775,1.01,-0.86,1.15,-0.11,-0.09,-0.15,
21:19:02:776,1.01,-0.86,1.15,-0.08,-0.10,-0.14,
21:19:02:777,1.01,-0.86,1.15,-0.04,-0.09,-0.09,
21:19:02:778,1.01,-0.86,1.15,-0.02,-0.08,-0.03,
21:19:02:782,1.01,-0.86,1.15,0.00,-0.07,-0.01,
21:19:02:782,0.45,0.24,-0.26,0.00,-0.07,-0.01,
21:19:02:783,0.45,0.24,-0.26,0.04,-0.05,0.03,
21:19:02:785,0.45,0.24,-0.26,0.07,-0.04,0.06,
21:19:02:786,0.45,0.24,-0.26,0.09,-0.03,0.07,
21:19:02:788,0.45,0.24,-0.26,0.12,0.01,0.08,
21:19:02:794,0.45,0.24,-0.26,0.15,0.14,0.10,
21:19:02:795,0.45,0.24,-0.26,0.15,0.14,0.10,
21:19:02:795,0.45,0.24,-0.26,0.15,0.17,0.10,
21:19:02:796,1.10,0.80,-1.32,0.15,0.17,0.10,
21:19:02:796,1.10,0.80,-1.32,0.13,0.20,0.11,
21:19:02:799,1.10,0.80,-1.32,0.13,0.22,0.11,
21:19:02:803,1.10,0.80,-1.32,0.15,0.27,0.11,
21:19:02:804,1.10,0.80,-1.32,0.16,0.29,0.11,
21:19:02:805,1.02,-0.31,-0.10,0.16,0.29,0.11,
21:19:02:806,1.02,-0.31,-0.10,0.15,0.30,0.12,
21:19:02:807,1.02,-0.31,-0.10,0.14,0.32,0.14,
21:19:02:809,1.02,-0.31,-0.10,0.14,0.32,0.16,
21:19:02:812,1.02,-0.31,-0.10,0.15,0.32,0.17,
21:19:02:812,-0.46,-0.70,0.79,0.15,0.32,0.17,
21:19:02:813,-0.46,-0.70,0.79,0.17,0.31,0.17,
21:19:02:815,-0.46,-0.70,0.79,0.18,0.26,0.18,
21:19:02:817,-0.46,-0.70,0.79,0.18,0.23,0.18,
21:19:02:819,-0.46,-0.70,0.79,0.17,0.17,0.18,
21:19:02:822,-0.46,-0.70,0.79,0.17,0.12,0.17,
21:19:02:822,-1.08,0.12,0.54,0.17,0.12,0.17,
21:19:02:822,-1.08,0.12,0.54,0.18,0.08,0.13,
21:19:02:825,-1.08,0.12,0.54,0.19,0.06,0.11,
21:19:02:827,-1.08,0.12,0.54,0.21,0.03,0.06,
21:19:02:828,-1.08,0.12,0.54,0.19,-0.00,0.01,
21:19:02:835,-1.08,0.12,0.54,0.14,-0.01,-0.05,
21:19:02:836,-1.08,0.12,0.54,0.13,-0.02,-0.07,
21:19:02:837,-0.73,0.27,-0.13,0.13,-0.02,-0.07,
