
time,ax,ay,az,wx,wy,wz,
21:17:02:883,0.50,0.13,-0.26,-0.31,0.09,-0.15,
21:17:02:884,0.50,0.13,-0.26,-0.29,0.13,-0.09,
21:17:02:884,0.50,0.13,-0.26,-0.29,0.15,-0.05,
21:17:02:886,0.48,0.16,-0.37,-0.29,0.15,-0.05,
21:17:02:886,0.48,0.16,-0.37,-0.27,0.18,0.03,
21:17:02:891,0.48,0.16,-0.37,-0.22,0.20,0.11,
21:17:02:892,0.48,0.16,-0.37,-0.19,0.20,0.15,
21:17:02:892,0.48,0.16,-0.37,-0.12,0.22,0.22,
21:17:02:893,0.48,0.16,-0.37,-0.07,0.24,0.29,
21:17:02:902,0.48,0.16,-0.37,-0.02,0.26,0.34,
21:17:02:902,0.48,0.16,-0.37,0.01,0.28,0.37,
21:17:02:903,0.46,0.18,-0.45,0.01,0.28,0.37,
21:17:02:903,0.46,0.18,-0.45,0.07,0.31,0.40,
21:17:02:903,0.46,0.18,-0.45,0.09,0.33,0.40,
21:17:02:904,0.46,0.18,-0.45,0.15,0.37,0.41,
21:17:02:906,0.46,0.18,-0.45,0.19,0.41,0.40,
21:17:02:907,0.53,0.05,-0.49,0.19,0.41,0.40,
21:17:02:908,0.53,0.05,-0.49,0.20,0.43,0.39,
21:17:02:909,0.53,0.05,-0.49,0.22,0.46,0.37,
21:17:02:912,0.53,0.05,-0.49,0.25,0.48,0.34,
21:17:02:919,0.53,0.05,-0.49,0.26,0.49,0.32,
21:17:02:919,0.42,-0.18,-0.37,0.26,0.49,0.32,
21:17:02:920,0.42,-0.18,-0.37,0.29,0.49,0.28,
21:17:02:920,0.42,-0.18,-0.37,0.31,0.48,0.25,
21:17:02:920,0.42,-0.18,-0.37,0.31,0.48,0.23,
21:17:02:921,0.42,-0.18,-0.37,0.33,0.45,0.19,
21:17:02:923,0.42,-0.18,-0.37,0.35,0.40,0.14,
21:17:02:926,0.42,-0.18,-0.37,0.38,0.35,0.10,
21:17:02:927,0.06,-0.32,-0.06,0.38,0.35,0.10,
21:17:02:927,0.06,-0.32,-0.06,0.39,0.32,0.08,
21:17:02:930,0.06,-0.32,-0.06,0.40,0.26,0.04,
21:17:02:930,0.06,-0.32,-0.06,0.41,0.19,-0.01,
21:17:02:933,0.06,-0.32,-0.06,0.42,0.16,-0.04,
21:17:02:938,0.06,-0.32,-0.06,0.44,0.05,-0.12,
21:17:02:939,0.06,-0.32,-0.06,0.44,0.01,-0.15,
21:17:02:940,-0.31,-0.39,0.25,0.44,0.01,-0.15,
21:17:02:940,-0.31,-0.39,0.25,0.44,-0.02,-0.17,
21:17:02:941,-0.31,-0.39,0.25,0.43,-0.10,-0.22,
21:17:02:943,-0.31,-0.39,0.25,0.42,-0.16,-0.26,
21:17:02:946,-0.31,-0.39,0.25,0.41,-0.19,-0.28,
21:17:02:947,-0.55,-0.40,0.41,0.41,-0.19,-0.28,
21:17:02:947,-0.55,-0.40,0.41,0.39,-0.25,-0.32,
21:17:02:949,-0.55,-0.40,0.41,0.37,-0.30,-0.36,
21:17:02:951,-0.55,-0.40,0.41,0.36,-0.33,-0.37,
21:17:02:953,-0.55,-0.40,0.41,0.32,-0.36,-0.40,
21:17:02:956,-0.55,-0.40,0.41,0.28,-0.38,-0.42,
21:17:02:957,-0.51,-0.30,0.39,0.28,-0.38,-0.42,
21:17:02:957,-0.51,-0.30,0.39,0.26,-0.38,-0.43,
21:17:02:959,-0.51,-0.30,0.39,0.21,-0.39,-0.44,
21:17:02:962,-0.51,-0.30,0.39,0.17,-0.37,-0.44,
21:17:02:963,-0.51,-0.30,0.39,0.15,-0.37,-0.44,
21:17:02:967,-0.51,-0.30,0.39,0.10,-0.34,-0.42,
21:17:02:968,-0.51,-0.30,0.39,0.06,-0.31,-0.40,
21:17:02:968,-0.26,-0.04,0.26,0.06,-0.31,-0.40,
21:17:02:970,-0.26,-0.04,0.26,0.04,-0.29,-0.38,
21:17:02:971,-0.26,-0.04,0.26,-0.01,-0.26,-0.33,
21:17:02:973,-0.26,-0.04,0.26,-0.04,-0.22,-0.28,
21:17:02:980,-0.26,-0.04,0.26,-0.09,-0.16,-0.17,
21:17:02:980,-0.26,-0.04,0.26,-0.13,-0.12,-0.09,
21:17:02:980,-0.26,-0.04,0.26,-0.13,-0.12,-0.09,
21:17:02:981,-0.02,0.29,0.10,-0.13,-0.12,-0.09,
21:17:02:981,-0.02,0.29,0.10,-0.16,-0.08,-0.01,
21:17:02:984,-0.02,0.29,0.10,-0.18,-0.06,0.03,
21:17:02:992,-0.02,0.29,0.10,-0.21,-0.02,0.11,
21:17:02:992,0.19,0.50,-0.07,-0.21,-0.02,0.11,
21:17:02:993,0.19,0.50,-0.07,-0.24,0.02,0.19,
21:17:02:993,0.19,0.50,-0.07,-0.25,0.04,0.23,
21:17:02:994,0.19,0.50,-0.07,-0.28,0.09,0.29,
