
time,wx,wy,wz,ax,ay,az,
04:07:23:564,0.35,0.08,-0.06,0.06,-0.36,-0.26,
04:07:23:565,0.35,0.08,-0.06,0.20,-0.30,-0.28,
04:07:23:565,0.34,0.10,-0.08,0.20,-0.30,-0.28,
04:07:23:568,0.33,0.13,-0.11,0.20,-0.30,-0.28,
04:07:23:568,0.33,0.16,-0.13,0.20,-0.30,-0.28,
04:07:23:568,0.32,0.19,-0.17,0.20,-0.30,-0.28,
04:07:23:572,0.27,0.21,-0.19,0.20,-0.30,-0.28,
04:07:23:572,0.24,0.21,-0.19,0.20,-0.30,-0.28,
04:07:23:573,0.24,0.21,-0.19,0.12,-0.21,-0.32,
04:07:23:573,0.22,0.20,-0.17,0.12,-0.21,-0.32,
04:07:23:577,0.20,0.18,-0.16,0.12,-0.21,-0.32,
04:07:23:578,0.19,0.15,-0.16,0.12,-0.21,-0.32,
04:07:23:581,0.19,0.15,-0.16,-0.11,-0.07,-0.23,
04:07:23:581,0.16,0.10,-0.14,-0.11,-0.07,-0.23,
04:07:23:582,0.13,0.06,-0.11,-0.11,-0.07,-0.23,
04:07:23:583,0.13,0.04,-0.10,-0.11,-0.07,-0.23,
04:07:23:586,0.13,0.02,-0.11,-0.11,-0.07,-0.23,
04:07:23:588,0.13,0.01,-0.14,-0.11,-0.07,-0.23,
04:07:23:591,0.13,0.01,-0.14,-0.11,0.03,-0.20,
04:07:23:592,0.11,0.01,-0.14,-0.11,0.03,-0.20,
04:07:23:592,0.10,0.02,-0.13,-0.11,0.03,-0.20,
04:07:23:594,0.08,0.03,-0.13,-0.11,0.03,-0.20,
04:07:23:596,0.08,0.03,-0.13,-0.11,0.03,-0.20,
04:07:23:597,0.08,-0.00,-0.12,-0.11,0.03,-0.20,
04:07:23:601,0.06,-0.01,-0.10,-0.11,0.03,-0.20,
04:07:23:601,0.06,-0.01,-0.10,-0.16,0.18,-0.20,
04:07:23:602,0.04,-0.01,-0.08,-0.16,0.18,-0.20,
04:07:23:603,0.03,-0.03,-0.06,-0.16,0.18,-0.20,
04:07:23:606,0.03,-0.06,-0.06,-0.16,0.18,-0.20,
04:07:23:620,0.03,-0.06,-0.05,-0.16,0.18,-0.20,
04:07:23:621,-0.02,-0.04,-0.03,-0.16,0.18,-0.20,
04:07:23:621,-0.03,-0.03,-0.03,-0.16,0.18,-0.20,
04:07:23:622,-0.03,-0.01,-0.03,-0.16,0.18,-0.20,
04:07:23:622,-0.03,-0.01,-0.03,-0.08,0.26,-0.30,
04:07:23:623,-0.03,-0.01,-0.03,-0.08,0.26,-0.30,
04:07:23:623,-0.02,0.02,-0.04,-0.08,0.26,-0.30,
04:07:23:624,-0.02,0.05,-0.04,-0.08,0.26,-0.30,
04:07:23:624,-0.02,0.05,-0.04,0.05,0.33,-0.23,
04:07:23:625,-0.02,0.07,-0.04,0.05,0.33,-0.23,
04:07:23:625,-0.02,0.08,-0.03,0.05,0.33,-0.23,
04:07:23:626,-0.01,0.07,-0.02,0.05,0.33,-0.23,
04:07:23:628,-0.02,0.07,-0.01,0.05,0.33,-0.23,
04:07:23:631,-0.02,0.04,0.01,0.05,0.33,-0.23,
04:07:23:632,-0.02,0.04,0.01,-0.03,0.31,-0.26,
04:07:23:632,-0.04,0.01,0.04,-0.03,0.31,-0.26,
04:07:23:634,-0.04,-0.00,0.06,-0.03,0.31,-0.26,
04:07:23:635,-0.04,-0.02,0.08,-0.03,0.31,-0.26,
04:07:23:637,-0.04,-0.03,0.09,-0.03,0.31,-0.26,
04:07:23:640,-0.04,-0.03,0.09,-0.05,0.31,-0.22,
04:07:23:641,-0.03,-0.03,0.09,-0.05,0.31,-0.22,
04:07:23:641,-0.03,-0.02,0.09,-0.05,0.31,-0.22,
04:07:23:643,-0.02,-0.03,0.08,-0.05,0.31,-0.22,
04:07:23:645,-0.01,-0.02,0.07,-0.05,0.31,-0.22,
04:07:23:647,-0.00,-0.02,0.05,-0.05,0.31,-0.22,
04:07:23:653,-0.00,-0.02,0.02,-0.05,0.31,-0.22,
04:07:23:654,-0.01,-0.02,0.02,-0.05,0.31,-0.22,
04:07:23:655,-0.01,-0.02,0.02,-0.05,0.31,-0.22,
04:07:23:655,-0.01,-0.02,0.02,0.03,0.31,-0.29,
04:07:23:656,-0.03,-0.01,0.01,0.03,0.31,-0.29,
04:07:23:657,-0.04,-0.01,0.01,0.03,0.31,-0.29,
04:07:23:660,-0.04,-0.01,0.01,0.08,0.25,-0.34,
04:07:23:662,-0.06,-0.01,-0.00,0.08,0.25,-0.34,
04:07:23:663,-0.07,-0.01,-0.00,0.08,0.25,-0.34,
04:07:23:664,-0.06,-0.01,-0.01,0.08,0.25,-0.34,
04:07:23:666,-0.06,-0.01,-0.02,0.08,0.25,-0.34,
04:07:23:668,-0.05,-0.01,-0.03,0.08,0.25,-0.34,
04:07:23:671,-0.05,-0.00,-0.05,0.08,0.25,-0.34,
04:07:23:671,-0.05,-0.00,-0.05,0.10,0.25,-0.30,
04:07:23:672,-0.05,-0.01,-0.05,0.10,0.25,-0.30,
