
time,wx,wy,wz,ax,ay,az,
02:32:02:536,0.35,0.30,0.00,0.21,-0.15,-0.17,
02:32:02:537,0.37,0.22,0.04,0.21,-0.15,-0.17,
02:32:02:537,0.37,0.22,0.04,-0.13,-0.14,-0.09,
02:32:02:537,0.37,0.20,0.05,-0.13,-0.14,-0.09,
02:32:02:539,0.38,0.17,0.07,-0.13,-0.14,-0.09,
02:32:02:540,0.39,0.15,0.07,-0.13,-0.14,-0.09,
02:32:02:542,0.41,0.14,0.06,-0.13,-0.14,-0.09,
02:32:02:545,0.42,0.14,0.04,-0.13,-0.14,-0.09,
02:32:02:546,0.42,0.14,0.04,-0.20,-0.10,0.12,
02:32:02:546,0.42,0.14,0.04,-0.20,-0.10,0.12,
02:32:02:548,0.41,0.15,0.03,-0.20,-0.10,0.12,
02:32:02:550,0.39,0.16,0.01,-0.20,-0.10,0.12,
02:32:02:551,0.38,0.17,0.01,-0.20,-0.10,0.12,
02:32:02:555,0.36,0.16,-0.02,-0.20,-0.10,0.12,
02:32:02:555,0.36,0.16,-0.02,-0.32,-0.18,0.22,
02:32:02:557,0.34,0.14,-0.07,-0.32,-0.18,0.22,
02:32:02:560,0.32,0.12,-0.09,-0.32,-0.18,0.22,
02:32:02:561,0.30,0.08,-0.14,-0.32,-0.18,0.22,
02:32:02:562,0.28,0.06,-0.19,-0.32,-0.18,0.22,
02:32:02:568,0.24,-0.03,-0.26,-0.32,-0.18,0.22,
02:32:02:568,0.22,-0.06,-0.27,-0.32,-0.18,0.22,
02:32:02:569,0.21,-0.09,-0.28,-0.32,-0.18,0.22,
02:32:02:570,0.21,-0.09,-0.28,-0.56,-0.32,0.41,
02:32:02:570,0.19,-0.12,-0.29,-0.56,-0.32,0.41,
02:32:02:572,0.17,-0.17,-0.31,-0.56,-0.32,0.41,
02:32:02:576,0.17,-0.17,-0.31,-0.65,-0.39,0.59,
02:32:02:577,0.14,-0.23,-0.32,-0.65,-0.39,0.59,
02:32:02:579,0.13,-0.26,-0.33,-0.65,-0.39,0.59,
02:32:02:580,0.10,-0.29,-0.34,-0.65,-0.39,0.59,
02:32:02:580,0.08,-0.30,-0.35,-0.65,-0.39,0.59,
02:32:02:582,0.06,-0.30,-0.35,-0.65,-0.39,0.59,
02:32:02:585,0.02,-0.29,-0.37,-0.65,-0.39,0.59,
02:32:02:585,0.02,-0.29,-0.37,-0.45,-0.23,0.54,
02:32:02:586,0.00,-0.28,-0.37,-0.45,-0.23,0.54,
02:32:02:589,-0.02,-0.26,-0.37,-0.45,-0.23,0.54,
02:32:02:590,-0.05,-0.23,-0.36,-0.45,-0.23,0.54,
02:32:02:594,-0.08,-0.19,-0.35,-0.45,-0.23,0.54,
02:32:02:594,-0.10,-0.17,-0.34,-0.45,-0.23,0.54,
02:32:02:595,-0.10,-0.17,-0.34,-0.17,0.07,0.37,
02:32:02:595,-0.11,-0.15,-0.33,-0.17,0.07,0.37,
02:32:02:597,-0.13,-0.11,-0.29,-0.17,0.07,0.37,
