
time,wx,wy,wz,ax,ay,az,
20:56:01:271,-0.08,0.03,-0.05,0.03,-0.00,0.04,
20:56:01:271,-0.06,0.03,-0.05,0.03,-0.00,0.04,
20:56:01:271,-0.06,0.03,-0.05,0.07,0.04,0.12,
20:56:01:272,-0.05,0.03,-0.05,0.07,0.04,0.12,
20:56:01:274,-0.04,0.02,-0.04,0.07,0.04,0.12,
20:56:01:275,-0.04,0.01,-0.02,0.07,0.04,0.12,
20:56:01:278,-0.04,-0.00,0.01,0.07,0.04,0.12,
20:56:01:281,-0.02,-0.02,0.02,0.07,0.04,0.12,
20:56:01:282,-0.02,-0.02,0.02,0.03,0.05,0.20,
20:56:01:282,-0.00,-0.03,0.03,0.03,0.05,0.20,
20:56:01:283,0.00,-0.05,0.04,0.03,0.05,0.20,
20:56:01:286,-0.00,-0.05,0.06,0.03,0.05,0.20,
20:56:01:288,-0.01,-0.05,0.07,0.03,0.05,0.20,
20:56:01:291,-0.01,-0.05,0.07,0.10,0.01,0.13,
20:56:01:291,-0.01,-0.05,0.07,0.10,0.01,0.13,
20:56:01:292,-0.00,-0.04,0.07,0.10,0.01,0.13,
20:56:01:294,-0.00,-0.03,0.06,0.10,0.01,0.13,
20:56:01:296,-0.01,-0.01,0.05,0.10,0.01,0.13,
20:56:01:298,-0.02,0.02,0.04,0.10,0.01,0.13,
20:56:01:303,-0.03,0.05,0.02,0.10,0.01,0.13,
20:56:01:304,-0.02,0.06,0.02,0.10,0.01,0.13,
20:56:01:304,-0.02,0.06,0.02,0.21,-0.07,0.07,
20:56:01:304,-0.02,0.08,0.01,0.21,-0.07,0.07,
20:56:01:306,-0.03,0.09,0.01,0.21,-0.07,0.07,
20:56:01:308,-0.02,0.10,0.00,0.21,-0.07,0.07,
20:56:01:311,-0.01,0.09,-0.01,0.21,-0.07,0.07,
20:56:01:311,-0.01,0.09,-0.01,0.20,-0.09,0.08,
20:56:01:311,-0.00,0.09,-0.01,0.20,-0.09,0.08,
20:56:01:314,-0.00,0.08,0.00,0.20,-0.09,0.08,
20:56:01:316,0.01,0.07,0.02,0.20,-0.09,0.08,
20:56:01:318,0.03,0.05,0.02,0.20,-0.09,0.08,
20:56:01:321,0.06,0.02,0.02,0.20,-0.09,0.08,
20:56:01:321,0.06,0.02,0.02,0.04,-0.01,0.17,
20:56:01:322,0.07,0.01,0.03,0.04,-0.01,0.17,
20:56:01:324,0.07,-0.00,0.03,0.04,-0.01,0.17,
20:56:01:325,0.09,-0.02,0.04,0.04,-0.01,0.17,
20:56:01:328,0.10,-0.04,0.04,0.04,-0.01,0.17,
20:56:01:331,0.10,-0.05,0.04,0.04,-0.01,0.17,
20:56:01:332,0.10,-0.05,0.04,-0.03,-0.05,0.14,
20:56:01:332,0.09,-0.05,0.04,-0.03,-0.05,0.14,
20:56:01:334,0.08,-0.06,0.03,-0.03,-0.05,0.14,
20:56:01:336,0.07,-0.06,0.02,-0.03,-0.05,0.14,
20:56:01:338,0.06,-0.06,0.01,-0.03,-0.05,0.14,
20:56:01:344,0.03,-0.01,-0.03,-0.03,-0.05,0.14,
20:56:01:345,0.03,0.01,-0.04,-0.03,-0.05,0.14,
20:56:01:345,0.03,0.01,-0.04,-0.03,-0.05,0.14,
20:56:01:345,0.03,0.01,-0.04,0.08,-0.08,0.06,
20:56:01:346,0.02,0.03,-0.07,0.08,-0.08,0.06,
20:56:01:352,0.01,0.05,-0.08,0.08,-0.08,0.06,
20:56:01:353,0.02,0.07,-0.09,0.08,-0.08,0.06,
20:56:01:353,0.02,0.07,-0.09,0.11,-0.04,0.07,
20:56:01:353,0.02,0.07,-0.10,0.11,-0.04,0.07,
20:56:01:354,0.01,0.06,-0.09,0.11,-0.04,0.07,
20:56:01:356,0.01,0.06,-0.09,0.11,-0.04,0.07,
20:56:01:358,0.01,0.03,-0.07,0.11,-0.04,0.07,
20:56:01:361,0.02,0.00,-0.05,0.11,-0.04,0.07,
20:56:01:362,0.02,0.00,-0.05,-0.01,-0.00,0.16,
20:56:01:366,0.02,-0.02,-0.04,-0.01,-0.00,0.16,
20:56:01:367,0.02,-0.06,-0.02,-0.01,-0.00,0.16,
20:56:01:367,0.02,-0.08,0.00,-0.01,-0.00,0.16,
20:56:01:368,0.02,-0.08,0.01,-0.01,-0.00,0.16,
20:56:01:371,0.03,-0.10,0.02,-0.01,-0.00,0.16,
20:56:01:371,0.03,-0.10,0.02,-0.03,0.07,0.19,
20:56:01:372,0.03,-0.10,0.03,-0.03,0.07,0.19,
20:56:01:374,0.02,-0.10,0.03,-0.03,0.07,0.19,
20:56:01:376,0.01,-0.08,0.03,-0.03,0.07,0.19,
20:56:01:378,-0.00,-0.06,0.02,-0.03,0.07,0.19,
20:56:01:384,-0.04,-0.00,0.00,-0.03,0.07,0.19,
20:56:01:385,-0.06,0.01,0.00,-0.03,0.07,0.19,
20:56:01:386,-0.06,0.01,0.00,-0.03,0.07,0.19,
20:56:01:386,-0.06,0.01,0.00,0.10,-0.01,0.03,
20:56:01:388,-0.07,0.02,-0.00,0.10,-0.01,0.03,
