
time,ax,ay,az,wx,wy,wz,
22:17:28:601,0.57,-0.37,-1.92,0.11,0.13,-0.04,
22:17:28:602,-0.22,0.49,-1.20,0.11,0.13,-0.04,
22:17:28:602,-0.22,0.49,-1.20,0.03,0.09,-0.05,
22:17:28:603,-0.22,0.49,-1.20,0.03,0.09,-0.05,
22:17:28:604,-0.22,0.49,-1.20,-0.03,0.02,-0.06,
22:17:28:604,0.16,0.39,-0.86,-0.03,0.02,-0.06,
22:17:28:605,0.16,0.39,-0.86,-0.09,-0.05,-0.06,
22:17:28:606,0.16,0.39,-0.86,-0.09,-0.05,-0.06,
22:17:28:607,0.16,0.39,-0.86,-0.14,-0.09,-0.06,
22:17:28:607,-0.09,-0.02,-0.54,-0.14,-0.09,-0.06,
22:17:28:608,-0.09,-0.02,-0.54,-0.17,-0.10,-0.05,
22:17:28:609,-0.09,-0.01,-0.54,-0.17,-0.10,-0.05,
22:17:28:609,-0.09,-0.01,-0.54,-0.19,-0.09,-0.03,
22:17:28:610,-0.20,0.08,-0.33,-0.19,-0.09,-0.03,
22:17:28:610,-0.20,0.08,-0.33,-0.19,-0.08,-0.01,
22:17:28:611,-0.20,0.08,-0.33,-0.19,-0.08,-0.01,
22:17:28:612,-0.20,0.08,-0.33,-0.18,-0.07,0.01,
22:17:28:612,-0.12,-0.05,0.37,-0.18,-0.07,0.01,
22:17:28:613,-0.12,-0.05,0.37,-0.17,-0.05,0.02,
22:17:28:614,-0.12,-0.05,0.37,-0.17,-0.05,0.02,
22:17:28:614,-0.12,-0.05,0.37,-0.14,-0.05,0.04,
22:17:28:615,-0.09,0.01,0.80,-0.14,-0.05,0.04,
22:17:28:616,-0.09,0.01,0.80,-0.12,-0.05,0.04,
22:17:28:616,-0.09,0.01,0.80,-0.12,-0.05,0.04,
22:17:28:617,-0.09,0.01,0.80,-0.09,-0.06,0.05,
22:17:28:617,-0.02,-0.25,0.76,-0.09,-0.06,0.05,
22:17:28:620,-0.02,-0.25,0.76,-0.07,-0.07,0.05,
22:17:28:620,-0.02,-0.25,0.75,-0.07,-0.07,0.05,
22:17:28:622,-0.02,-0.25,0.75,-0.04,-0.07,0.04,
22:17:28:622,0.00,-0.49,0.48,-0.04,-0.07,0.04,
22:17:28:624,0.00,-0.49,0.48,-0.01,-0.07,0.04,
22:17:28:625,0.00,-0.49,0.48,-0.01,-0.07,0.04,
22:17:28:627,0.00,-0.49,0.48,0.01,-0.07,0.03,
22:17:28:628,0.14,-0.34,0.21,0.01,-0.07,0.03,
22:17:28:629,0.14,-0.34,0.21,0.03,-0.07,0.02,
22:17:28:630,0.14,-0.34,0.21,0.03,-0.07,0.02,
22:17:28:636,0.14,-0.34,0.21,0.06,-0.05,0.01,
22:17:28:637,0.26,-0.03,0.17,0.06,-0.05,0.01,
22:17:28:638,0.26,-0.03,0.17,0.08,-0.04,0.00,
22:17:28:639,0.26,-0.03,0.17,0.08,-0.04,0.00,
22:17:28:639,0.26,-0.03,0.17,0.09,-0.02,-0.01,
22:17:28:640,0.34,0.19,0.21,0.09,-0.02,-0.01,
22:17:28:640,0.34,0.19,0.21,0.11,-0.01,-0.01,
22:17:28:641,0.34,0.19,0.22,0.11,-0.01,-0.01,
22:17:28:642,0.34,0.19,0.22,0.12,0.01,-0.02,
22:17:28:643,0.35,0.19,0.19,0.12,0.01,-0.02,
22:17:28:645,0.35,0.19,0.19,0.11,0.03,-0.02,
22:17:28:645,0.35,0.19,0.19,0.11,0.03,-0.02,
22:17:28:648,0.35,0.19,0.19,0.11,0.05,-0.03,
22:17:28:649,0.29,0.08,-0.08,0.11,0.05,-0.03,
22:17:28:650,0.29,0.08,-0.08,0.09,0.06,-0.03,
22:17:28:651,0.29,0.07,-0.08,0.09,0.06,-0.03,
22:17:28:659,0.29,0.07,-0.08,0.07,0.06,-0.03,
22:17:28:659,0.18,-0.20,-0.37,0.07,0.06,-0.03,
22:17:28:660,0.18,-0.20,-0.37,0.05,0.06,-0.03,
22:17:28:661,0.18,-0.20,-0.37,0.05,0.06,-0.03,
22:17:28:661,0.18,-0.20,-0.37,0.03,0.05,-0.03,
22:17:28:662,0.06,-0.15,-0.32,0.03,0.05,-0.03,
22:17:28:662,0.06,-0.15,-0.32,0.01,0.03,-0.03,
22:17:28:663,0.06,-0.15,-0.32,0.01,0.03,-0.03,
22:17:28:664,0.06,-0.15,-0.32,-0.01,0.02,-0.03,
22:17:28:664,0.01,-0.01,0.14,-0.01,0.02,-0.03,
22:17:28:665,0.01,-0.01,0.14,-0.03,0.00,-0.03,
22:17:28:666,0.01,-0.01,0.14,-0.03,0.00,-0.03,
22:17:28:674,0.01,-0.01,0.14,-0.04,-0.02,-0.03,
22:17:28:674,0.05,-0.12,0.11,-0.04,-0.02,-0.03,
22:17:28:675,0.05,-0.12,0.11,-0.05,-0.02,-0.03,
22:17:28:676,0.05,-0.12,0.11,-0.05,-0.02,-0.03,
22:17:28:676,0.05,-0.12,0.11,-0.05,-0.03,-0.02,
22:17:28:676,-0.00,-0.13,-0.07,-0.05,-0.03,-0.02,
22:17:28:677,-0.00,-0.13,-0.07,-0.06,-0.02,-0.02,
22:17:28:677,-0.00,-0.13,-0.07,-0.06,-0.02,-0.02,
22:17:28:678,-0.00,-0.13,-0.07,-0.06,-0.02,-0.01,
22:17:28:679,0.08,-0.02,-0.16,-0.06,-0.02,-0.01,
22:17:28:680,0.08,-0.02,-0.16,-0.05,-0.02,-0.01,
22:17:28:680,0.08,-0.02,-0.16,-0.05,-0.02,-0.01,
22:17:28:683,0.08,-0.02,-0.16,-0.04,-0.02,-0.00,
22:17:28:684,0.01,0.05,-0.03,-0.04,-0.02,-0.00,
22:17:28:685,0.01,0.05,-0.03,-0.02,-0.01,-0.00,
22:17:28:685,0.01,0.05,-0.03,-0.02,-0.01,-0.00,
22:17:28:687,0.01,0.05,-0.03,-0.01,-0.01,-0.01,
22:17:28:689,-0.02,0.13,0.31,-0.01,-0.01,-0.01,
22:17:28:690,-0.02,0.13,0.31,0.00,-0.01,-0.01,
22:17:28:690,-0.02,0.13,0.31,0.00,-0.01,-0.01,
22:17:28:695,-0.02,0.13,0.31,0.02,-0.01,-0.01,
22:17:28:695,0.05,0.04,0.49,0.02,-0.01,-0.01,
22:17:28:696,0.05,0.04,0.49,0.04,-0.01,-0.01,
22:17:28:697,0.05,0.04,0.49,0.04,-0.01,-0.01,
22:17:28:697,0.05,0.04,0.49,0.05,-0.01,-0.01,
22:17:28:698,0.08,-0.14,0.15,0.05,-0.01,-0.01,
22:17:28:700,0.08,-0.14,0.15,0.05,-0.01,-0.01,
