
time,ax,ay,az,wx,wy,wz,
22:31:04:329,-0.14,-0.03,0.76,-0.20,-0.07,0.02,
22:31:04:330,-0.14,-0.03,0.75,-0.20,-0.07,0.02,
22:31:04:330,-0.14,-0.03,0.75,-0.14,-0.08,0.02,
22:31:04:331,0.05,-0.06,1.25,-0.14,-0.08,0.02,
22:31:04:331,0.05,-0.06,1.25,-0.08,-0.08,0.01,
22:31:04:332,0.05,-0.06,1.25,-0.08,-0.08,0.01,
22:31:04:332,0.05,-0.06,1.25,-0.00,-0.05,0.01,
22:31:04:333,0.21,-0.08,1.05,-0.00,-0.05,0.01,
22:31:04:333,0.21,-0.08,1.05,0.06,-0.02,0.00,
22:31:04:333,0.21,-0.08,1.05,0.06,-0.02,0.00,
22:31:04:334,0.21,-0.08,1.05,0.11,0.01,-0.00,
22:31:04:334,0.19,-0.05,0.56,0.11,0.01,-0.00,
22:31:04:334,0.19,-0.05,0.56,0.13,0.03,-0.01,
22:31:04:334,0.19,-0.05,0.56,0.13,0.03,-0.01,
22:31:04:341,0.19,-0.05,0.56,0.14,0.03,-0.01,
22:31:04:342,0.04,-0.07,0.02,0.14,0.03,-0.01,
22:31:04:343,0.04,-0.07,0.02,0.13,0.03,-0.01,
22:31:04:344,0.04,-0.07,0.02,0.13,0.03,-0.01,
22:31:04:345,0.04,-0.07,0.02,0.10,0.01,-0.01,
22:31:04:346,-0.13,-0.04,-0.49,0.10,0.01,-0.01,
22:31:04:347,-0.13,-0.04,-0.49,0.07,-0.01,-0.01,
22:31:04:348,-0.13,-0.05,-0.49,0.07,-0.01,-0.01,
22:31:04:349,-0.13,-0.05,-0.49,0.03,-0.02,0.00,
22:31:04:350,-0.14,-0.03,-0.72,0.03,-0.02,0.00,
22:31:04:350,-0.14,-0.03,-0.72,-0.00,-0.03,0.00,
22:31:04:351,-0.14,-0.03,-0.72,-0.00,-0.03,0.00,
22:31:04:352,-0.14,-0.03,-0.72,-0.03,-0.03,0.01,
22:31:04:353,-0.05,-0.07,-0.67,-0.03,-0.03,0.01,
22:31:04:354,-0.05,-0.07,-0.67,-0.06,-0.01,0.01,
22:31:04:355,-0.05,-0.07,-0.67,-0.06,-0.01,0.01,
22:31:04:356,-0.05,-0.07,-0.67,-0.07,-0.00,0.01,
22:31:04:357,0.08,-0.10,-0.28,-0.07,-0.00,0.01,
22:31:04:359,0.08,-0.10,-0.28,-0.07,0.01,0.01,
