
time,ax,ay,az,wx,wy,wz,
22:30:00:546,-0.36,0.04,-1.19,-0.27,-0.01,0.02,
22:30:00:547,-0.25,-0.15,-0.05,-0.27,-0.01,0.02,
22:30:00:548,-0.25,-0.15,-0.05,-0.27,-0.03,0.02,
22:30:00:548,-0.25,-0.14,-0.06,-0.27,-0.03,0.02,
22:30:00:549,-0.25,-0.14,-0.06,-0.24,-0.04,0.02,
22:30:00:549,0.03,-0.33,0.90,-0.24,-0.04,0.02,
22:30:00:550,0.03,-0.33,0.90,-0.18,-0.05,0.02,
22:30:00:550,0.03,-0.33,0.90,-0.18,-0.05,0.02,
22:30:00:551,0.03,-0.33,0.90,-0.11,-0.05,0.01,
22:30:00:551,0.18,-0.34,1.35,-0.11,-0.05,0.01,
22:30:00:552,0.18,-0.34,1.35,-0.03,-0.04,-0.00,
22:30:00:552,0.18,-0.34,1.35,-0.03,-0.04,-0.00,
22:30:00:552,0.18,-0.34,1.35,0.04,-0.03,-0.01,
22:30:00:553,0.16,-0.22,0.99,0.04,-0.03,-0.01,
22:30:00:555,0.16,-0.22,0.99,0.11,-0.00,-0.01,
22:30:00:556,0.16,-0.22,0.99,0.11,-0.00,-0.01,
22:30:00:557,0.16,-0.22,0.99,0.15,0.02,-0.01,
22:30:00:557,0.06,-0.00,0.45,0.15,0.02,-0.01,
22:30:00:559,0.06,-0.00,0.45,0.16,0.04,-0.01,
22:30:00:559,0.06,-0.01,0.46,0.16,0.04,-0.01,
22:30:00:562,0.06,-0.01,0.46,0.15,0.03,-0.01,
22:30:00:562,-0.05,0.18,-0.10,0.15,0.03,-0.01,
22:30:00:564,-0.05,0.18,-0.10,0.12,0.02,-0.01,
22:30:00:564,-0.05,0.18,-0.10,0.12,0.02,-0.01,
22:30:00:566,-0.05,0.18,-0.10,0.09,0.00,-0.01,
22:30:00:567,-0.20,0.22,-0.56,0.09,0.00,-0.01,
22:30:00:571,-0.20,0.22,-0.56,0.04,-0.02,-0.00,
22:30:00:572,-0.20,0.22,-0.56,0.04,-0.02,-0.00,
22:30:00:572,-0.20,0.22,-0.56,0.00,-0.03,0.00,
22:30:00:573,-0.12,0.22,-0.71,0.00,-0.03,0.00,
22:30:00:574,-0.12,0.22,-0.71,-0.04,-0.04,0.01,
22:30:00:575,-0.12,0.22,-0.71,-0.04,-0.04,0.01,
22:30:00:576,-0.12,0.22,-0.71,-0.06,-0.03,0.02,
22:30:00:577,0.07,0.07,-0.53,-0.06,-0.03,0.02,
22:30:00:579,0.07,0.07,-0.53,-0.08,-0.02,0.01,
22:30:00:580,0.07,0.07,-0.53,-0.08,-0.02,0.01,
22:30:00:581,0.07,0.07,-0.53,-0.08,-0.01,0.01,
22:30:00:582,0.18,-0.23,-0.18,-0.08,-0.01,0.01,
22:30:00:584,0.18,-0.23,-0.18,-0.07,0.01,0.00,
22:30:00:585,0.18,-0.23,-0.18,-0.07,0.01,0.00,
22:30:00:588,0.18,-0.23,-0.18,-0.06,0.03,-0.00,
22:30:00:589,0.11,-0.37,0.29,-0.06,0.03,-0.00,
22:30:00:589,0.11,-0.37,0.29,-0.03,0.03,-0.01,
22:30:00:590,0.11,-0.37,0.29,-0.03,0.03,-0.01,
22:30:00:591,0.11,-0.37,0.29,-0.01,0.02,-0.01,
22:30:00:592,0.10,-0.25,0.59,-0.01,0.02,-0.01,
22:30:00:594,0.10,-0.25,0.59,0.02,0.01,-0.01,
22:30:00:594,0.10,-0.25,0.59,0.02,0.01,-0.01,
22:30:00:596,0.10,-0.25,0.59,0.04,-0.01,-0.01,
22:30:00:597,-0.08,-0.01,0.33,0.04,-0.01,-0.01,
22:30:00:599,-0.08,-0.01,0.33,0.05,-0.01,-0.00,
22:30:00:599,-0.08,-0.01,0.33,0.05,-0.01,-0.00,
22:30:00:601,-0.08,-0.01,0.33,0.06,-0.01,-0.00,
22:30:00:602,-0.15,0.07,0.01,0.06,-0.01,-0.00,
22:30:00:604,-0.15,0.07,0.01,0.05,-0.01,0.00,
22:30:00:605,-0.15,0.07,0.01,0.05,-0.01,0.00,
22:30:00:606,-0.15,0.07,0.01,0.04,-0.01,0.00,
22:30:00:607,-0.09,0.10,-0.33,0.04,-0.01,0.00,
22:30:00:609,-0.09,0.10,-0.33,0.03,-0.01,0.00,
22:30:00:610,-0.09,0.10,-0.33,0.03,-0.01,0.00,
22:30:00:611,-0.09,0.10,-0.33,0.01,0.00,0.00,
22:30:00:612,-0.03,0.29,-0.27,0.01,0.00,0.00,
22:30:00:614,-0.03,0.29,-0.27,-0.01,0.01,-0.00,
22:30:00:614,-0.03,0.29,-0.28,-0.01,0.01,-0.00,
22:30:00:616,-0.03,0.29,-0.28,-0.02,0.01,-0.00,
22:30:00:617,0.01,0.17,-0.22,-0.02,0.01,-0.00,
22:30:00:620,0.01,0.17,-0.22,-0.03,-0.01,0.00,
22:30:00:621,0.01,0.17,-0.22,-0.03,-0.01,0.00,
22:30:00:622,0.01,0.17,-0.22,-0.03,-0.02,0.00,
22:30:00:622,0.05,-0.09,0.02,-0.03,-0.02,0.00,
22:30:00:624,0.05,-0.09,0.02,-0.03,-0.01,0.01,
22:30:00:626,0.05,-0.09,0.02,-0.03,-0.01,0.01,
22:30:00:627,0.05,-0.09,0.02,-0.02,-0.00,0.01,
22:30:00:628,0.10,0.06,-0.03,-0.02,-0.00,0.01,
22:30:00:629,0.10,0.06,-0.03,-0.01,-0.01,0.01,
22:30:00:630,0.10,0.06,-0.03,-0.01,-0.01,0.01,
22:30:00:632,0.10,0.06,-0.03,-0.00,-0.00,0.01,
22:30:00:633,-0.03,-0.46,-0.17,-0.00,-0.00,0.01,
22:30:00:634,-0.03,-0.46,-0.17,0.01,-0.00,0.00,
22:30:00:634,-0.03,-0.46,-0.17,0.01,-0.00,0.00,
