
time,ax,ay,az,wx,wy,wz,
22:12:01:518,0.05,-0.10,-0.52,-0.13,-0.03,0.04,
22:12:01:519,0.18,-0.22,-0.19,-0.13,-0.03,0.04,
22:12:01:519,0.18,-0.22,-0.19,-0.13,-0.03,0.03,
22:12:01:520,0.18,-0.22,-0.20,-0.13,-0.03,0.03,
22:12:01:520,0.18,-0.22,-0.20,-0.13,-0.02,0.03,
22:12:01:520,0.21,-0.45,0.43,-0.13,-0.02,0.03,
22:12:01:521,0.21,-0.45,0.43,-0.12,-0.03,0.02,
22:12:01:521,0.21,-0.45,0.42,-0.12,-0.03,0.02,
22:12:01:521,0.21,-0.45,0.42,-0.11,-0.03,0.00,
22:12:01:522,0.21,-0.43,0.80,-0.11,-0.03,0.00,
22:12:01:522,0.21,-0.43,0.80,-0.09,-0.03,-0.01,
22:12:01:523,0.20,-0.43,0.80,-0.09,-0.03,-0.01,
22:12:01:528,0.20,-0.43,0.80,-0.07,-0.03,-0.01,
22:12:01:529,0.12,-0.39,0.64,-0.07,-0.03,-0.01,
22:12:01:529,0.12,-0.39,0.64,-0.04,-0.01,-0.02,
22:12:01:530,0.12,-0.39,0.63,-0.04,-0.01,-0.02,
22:12:01:531,0.12,-0.39,0.63,-0.02,-0.00,-0.02,
22:12:01:531,0.01,-0.21,0.27,-0.02,-0.00,-0.02,
22:12:01:532,0.01,-0.21,0.27,0.01,0.01,-0.02,
22:12:01:532,0.02,-0.21,0.27,0.01,0.01,-0.02,
22:12:01:534,0.02,-0.21,0.27,0.03,0.01,-0.02,
22:12:01:534,-0.05,0.11,0.40,0.03,0.01,-0.02,
22:12:01:538,-0.05,0.11,0.40,0.06,0.02,-0.01,
22:12:01:538,-0.05,0.11,0.40,0.06,0.02,-0.01,
22:12:01:539,-0.05,0.11,0.40,0.08,0.02,-0.01,
22:12:01:539,-0.13,0.28,0.58,0.08,0.02,-0.01,
22:12:01:541,-0.13,0.28,0.58,0.10,0.01,-0.01,
22:12:01:542,-0.13,0.27,0.58,0.10,0.01,-0.01,
22:12:01:544,-0.13,0.27,0.58,0.12,0.01,-0.00,
22:12:01:544,-0.07,0.30,0.46,0.12,0.01,-0.00,
22:12:01:547,-0.07,0.30,0.46,0.12,0.01,0.00,
22:12:01:548,-0.07,0.30,0.47,0.12,0.01,0.00,
22:12:01:549,-0.07,0.30,0.47,0.11,0.01,0.01,
22:12:01:549,-0.02,-0.07,0.05,0.11,0.01,0.01,
22:12:01:552,-0.02,-0.07,0.05,0.10,0.01,0.01,
22:12:01:553,-0.02,-0.07,0.05,0.10,0.01,0.01,
22:12:01:554,-0.02,-0.07,0.05,0.08,0.02,0.01,
22:12:01:555,0.08,-0.26,-0.29,0.08,0.02,0.01,
22:12:01:556,0.08,-0.26,-0.29,0.06,0.01,0.01,
