
time,ax,ay,az,wx,wy,wz,
22:31:53:450,0.21,0.44,-1.51,-0.22,0.22,-0.06,
22:31:53:450,-0.16,0.32,-0.66,-0.22,0.22,-0.06,
22:31:53:451,-0.16,0.32,-0.66,-0.24,0.19,-0.06,
22:31:53:451,-0.15,0.33,-0.67,-0.24,0.19,-0.06,
22:31:53:452,-0.15,0.33,-0.67,-0.23,0.13,-0.04,
22:31:53:452,-0.48,0.25,0.77,-0.23,0.13,-0.04,
22:31:53:453,-0.48,0.25,0.77,-0.20,0.05,-0.03,
22:31:53:453,-0.48,0.25,0.77,-0.20,0.05,-0.03,
22:31:53:454,-0.48,0.25,0.77,-0.14,-0.02,-0.01,
22:31:53:454,-0.53,0.02,1.62,-0.14,-0.02,-0.01,
22:31:53:455,-0.53,0.02,1.62,-0.07,-0.07,0.00,
22:31:53:455,-0.53,0.02,1.62,-0.07,-0.07,0.00,
22:31:53:459,-0.53,0.02,1.62,-0.00,-0.09,0.02,
22:31:53:459,-0.16,-0.17,1.34,-0.00,-0.09,0.02,
22:31:53:460,-0.16,-0.17,1.34,0.06,-0.09,0.02,
22:31:53:460,-0.17,-0.17,1.34,0.06,-0.09,0.02,
22:31:53:462,-0.17,-0.17,1.34,0.11,-0.06,0.01,
22:31:53:462,0.20,-0.29,0.37,0.11,-0.06,0.01,
22:31:53:464,0.20,-0.29,0.37,0.13,-0.03,0.00,
22:31:53:465,0.20,-0.29,0.38,0.13,-0.03,0.00,
22:31:53:470,0.20,-0.29,0.38,0.13,0.00,-0.01,
22:31:53:472,0.34,-0.11,-0.49,0.13,0.00,-0.01,
22:31:53:473,0.34,-0.11,-0.49,0.11,0.03,-0.02,
22:31:53:474,0.34,-0.11,-0.49,0.11,0.03,-0.02,
22:31:53:475,0.34,-0.11,-0.49,0.08,0.04,-0.03,
22:31:53:475,0.13,0.23,-0.87,0.08,0.04,-0.03,
22:31:53:476,0.13,0.23,-0.87,0.05,0.04,-0.03,
22:31:53:477,0.13,0.23,-0.87,0.05,0.04,-0.03,
22:31:53:478,0.13,0.23,-0.87,0.01,0.03,-0.03,
22:31:53:479,-0.19,0.48,-0.82,0.01,0.03,-0.03,
22:31:53:480,-0.19,0.48,-0.82,-0.02,0.02,-0.02,
22:31:53:481,-0.19,0.48,-0.82,-0.02,0.02,-0.02,
22:31:53:482,-0.19,0.48,-0.82,-0.04,0.01,-0.01,
22:31:53:483,-0.24,0.49,-0.53,-0.04,0.01,-0.01,
22:31:53:484,-0.24,0.49,-0.53,-0.06,-0.00,0.00,
22:31:53:485,-0.25,0.49,-0.53,-0.06,-0.00,0.00,
22:31:53:492,-0.25,0.49,-0.53,-0.06,-0.02,0.01,
22:31:53:492,-0.10,0.33,-0.21,-0.06,-0.02,0.01,
22:31:53:493,-0.10,0.33,-0.21,-0.06,-0.02,0.01,
22:31:53:493,-0.10,0.33,-0.21,-0.06,-0.02,0.01,
22:31:53:494,-0.10,0.33,-0.21,-0.04,-0.02,0.01,
22:31:53:494,0.08,0.13,-0.05,-0.04,-0.02,0.01,
