
time,ax,ay,az,wx,wy,wz,
22:13:59:809,-0.08,0.09,-0.30,0.17,0.08,-0.00,
22:13:59:810,-0.18,-0.01,-0.78,0.17,0.08,-0.00,
22:13:59:810,-0.18,-0.01,-0.78,0.12,0.06,0.01,
22:13:59:811,-0.18,-0.01,-0.78,0.12,0.06,0.01,
22:13:59:811,-0.18,-0.01,-0.78,0.07,0.03,0.02,
22:13:59:811,-0.12,-0.05,-0.92,0.07,0.03,0.02,
22:13:59:811,-0.12,-0.05,-0.92,0.02,-0.00,0.02,
22:13:59:812,-0.12,-0.05,-0.92,0.02,-0.00,0.02,
22:13:59:812,-0.12,-0.05,-0.92,-0.03,-0.03,0.02,
22:13:59:813,-0.00,-0.16,-0.85,-0.03,-0.03,0.02,
22:13:59:815,-0.00,-0.16,-0.85,-0.07,-0.04,0.02,
22:13:59:816,-0.00,-0.16,-0.85,-0.07,-0.04,0.02,
22:13:59:818,-0.00,-0.16,-0.85,-0.09,-0.05,0.02,
22:13:59:818,-0.13,-0.06,-0.61,-0.09,-0.05,0.02,
22:13:59:820,-0.13,-0.06,-0.61,-0.12,-0.04,0.02,
22:13:59:820,-0.13,-0.06,-0.61,-0.12,-0.04,0.02,
22:13:59:822,-0.13,-0.06,-0.61,-0.13,-0.03,0.01,
22:13:59:823,-0.00,0.03,-0.06,-0.13,-0.03,0.01,
22:13:59:825,-0.00,0.03,-0.06,-0.13,-0.03,0.00,
22:13:59:825,-0.01,0.03,-0.07,-0.13,-0.03,0.00,
22:13:59:827,-0.01,0.03,-0.07,-0.13,-0.03,0.00,
22:13:59:828,0.04,0.09,0.22,-0.13,-0.03,0.00,
22:13:59:830,0.04,0.09,0.22,-0.11,-0.02,-0.01,
22:13:59:831,0.04,0.09,0.21,-0.11,-0.02,-0.01,
22:13:59:841,0.04,0.09,0.21,-0.10,-0.02,-0.01,
22:13:59:842,-0.14,0.11,0.29,-0.10,-0.02,-0.01,
22:13:59:843,-0.14,0.11,0.29,-0.08,-0.01,-0.01,
22:13:59:843,-0.14,0.11,0.29,-0.08,-0.01,-0.01,
22:13:59:844,-0.14,0.11,0.29,-0.05,-0.01,-0.01,
22:13:59:844,0.06,0.15,0.52,-0.05,-0.01,-0.01,
22:13:59:845,0.06,0.15,0.52,-0.03,-0.03,-0.01,
22:13:59:845,0.06,0.15,0.52,-0.03,-0.03,-0.01,
22:13:59:845,0.06,0.15,0.52,-0.01,-0.04,-0.01,
22:13:59:846,0.13,-0.00,0.38,-0.01,-0.04,-0.01,
22:13:59:846,0.13,-0.00,0.38,0.01,-0.04,-0.00,
22:13:59:846,0.13,-0.00,0.38,0.01,-0.04,-0.00,
22:13:59:850,0.13,-0.00,0.38,0.03,-0.02,0.01,
22:13:59:850,-0.06,-0.23,0.07,0.03,-0.02,0.01,
22:13:59:851,-0.06,-0.23,0.07,0.05,0.01,0.01,
22:13:59:852,-0.06,-0.23,0.07,0.05,0.01,0.01,
22:13:59:853,-0.06,-0.23,0.07,0.05,0.02,0.02,
22:13:59:853,0.02,-0.22,-0.08,0.05,0.02,0.02,
22:13:59:855,0.02,-0.22,-0.08,0.06,0.02,0.02,
22:13:59:855,0.02,-0.22,-0.08,0.06,0.02,0.02,
22:13:59:857,0.02,-0.22,-0.08,0.06,0.01,0.02,
22:13:59:858,0.16,-0.30,-0.12,0.06,0.01,0.02,
22:13:59:860,0.16,-0.30,-0.12,0.06,0.00,0.01,
22:13:59:860,0.16,-0.30,-0.12,0.06,0.00,0.01,
22:13:59:862,0.16,-0.30,-0.12,0.06,-0.00,0.01,
22:13:59:863,0.02,-0.24,-0.19,0.06,-0.00,0.01,
22:13:59:873,0.02,-0.24,-0.19,0.06,0.01,-0.00,
22:13:59:873,0.02,-0.24,-0.19,0.06,0.01,-0.00,
22:13:59:874,0.02,-0.24,-0.19,0.05,0.02,-0.01,
22:13:59:874,-0.08,-0.07,-0.08,0.05,0.02,-0.01,
22:13:59:874,-0.08,-0.07,-0.08,0.05,0.02,-0.01,
22:13:59:875,-0.08,-0.07,-0.08,0.05,0.02,-0.01,
22:13:59:875,-0.08,-0.07,-0.08,0.04,0.01,-0.02,
22:13:59:875,0.00,0.14,0.04,0.04,0.01,-0.02,
22:13:59:876,0.00,0.14,0.04,0.04,0.01,-0.02,
22:13:59:876,0.01,0.14,0.04,0.04,0.01,-0.02,
22:13:59:877,0.01,0.14,0.04,0.03,0.01,-0.02,
22:13:59:878,-0.08,0.22,0.00,0.03,0.01,-0.02,
22:13:59:880,-0.08,0.22,0.00,0.02,0.01,-0.02,
22:13:59:880,-0.08,0.22,0.00,0.02,0.01,-0.02,
22:13:59:884,-0.08,0.22,0.00,0.02,0.01,-0.02,
22:13:59:886,-0.10,0.28,0.05,0.02,0.01,-0.02,
22:13:59:886,-0.10,0.28,0.05,0.01,0.01,-0.02,
22:13:59:887,-0.10,0.28,0.05,0.01,0.01,-0.02,
22:13:59:888,-0.10,0.28,0.05,0.01,0.00,-0.01,
22:13:59:889,0.04,0.29,0.07,0.01,0.00,-0.01,
22:13:59:890,0.04,0.29,0.07,-0.00,-0.01,-0.01,
22:13:59:891,0.04,0.29,0.07,-0.00,-0.01,-0.01,
22:13:59:892,0.04,0.29,0.07,-0.01,-0.01,-0.00,
22:13:59:893,0.04,-0.08,-0.09,-0.01,-0.01,-0.00,
22:13:59:895,0.04,-0.08,-0.09,-0.02,-0.01,0.01,
22:13:59:895,0.04,-0.08,-0.09,-0.02,-0.01,0.01,
22:13:59:898,0.04,-0.08,-0.09,-0.03,-0.01,0.01,
22:13:59:899,0.05,-0.31,-0.31,-0.03,-0.01,0.01,
22:13:59:900,0.05,-0.31,-0.31,-0.04,-0.01,0.01,
22:13:59:900,0.05,-0.31,-0.31,-0.04,-0.01,0.01,
22:13:59:903,0.05,-0.31,-0.31,-0.04,-0.00,0.01,
22:13:59:903,0.07,-0.28,-0.38,-0.04,-0.00,0.01,
22:13:59:905,0.07,-0.28,-0.38,-0.04,-0.01,0.01,
22:13:59:905,0.07,-0.28,-0.38,-0.04,-0.01,0.01,
22:13:59:908,0.07,-0.28,-0.38,-0.04,-0.01,0.00,
22:13:59:909,0.16,-0.35,-0.22,-0.04,-0.01,0.00,
22:13:59:910,0.16,-0.35,-0.22,-0.03,-0.02,-0.00,
22:13:59:910,0.16,-0.35,-0.22,-0.03,-0.02,-0.00,
22:13:59:912,0.16,-0.35,-0.22,-0.02,-0.02,-0.00,
22:13:59:913,0.04,-0.28,-0.02,-0.02,-0.02,-0.00,
22:13:59:915,0.04,-0.28,-0.02,-0.01,-0.01,-0.01,
22:13:59:915,0.04,-0.28,-0.02,-0.01,-0.01,-0.01,
